#,What is your Artist name? ,Have you heard of botted playlists and fake streams before? ,Are you aware of how botted playlists and fake streams can affect your career?,Were you aware that several agencies use botted playlists and pay for fake streams for their artists?,Did you know that when you use botted playlists or fake streams you are at risk of having your music removed from Spotify?,Do you know about algorithmic playlists such as 'Discover Weekly' and 'Release Radar'?,Did you know that Liberty Music PR does not work with botted / fake playlists?,Did you know that Liberty Music PR only uses organic playlists and is a trusted agency when it comes to playlisting services? ,Response Type,Start Date (UTC),Stage Date (UTC),Submit Date (UTC),Network ID,Tags,Ending
d5ewzxssc4g8gufveoxzd5ewzxyotdzp,Juliet Callahan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-19 05:17:26,,2022-07-19 05:18:08,d6902d8426,,
lczkf5bfhuqncdq3fulczkka53g8ygja,Janet Blackwell,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-19 01:52:22,,2022-07-19 01:52:50,cca1e23cff,,
9gw1qb9tc4yq3619gw9ziq8rvr6sae95,Janet Blackwell,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-19 01:51:36,,2022-07-19 01:52:11,cca1e23cff,,
cbibh6stf65i5gmncbibicyp3zsd1bgm,Bimbi Philips,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-18 21:18:38,,2022-07-18 21:19:20,f0caefa614,,
onciq609nfyovf9zu8akonciqixvd7if,Del Ro’Yale,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-07-14 21:44:05,,2022-07-14 21:45:13,fe2d494b8d,,
isk0cknvpxdur9gsisk0ckwnbfh66x8l,ION,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-14 21:04:34,,2022-07-14 21:05:09,a1608a970b,,
2uekj07g5xkjo3z0vtu2uekjktoevefh,Kristian J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-14 06:17:23,,2022-07-14 06:17:52,76bb528b19,,
kp6k6ax121lzwpmdqr4kp6k6axkhbmly,KOKA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-13 16:39:01,,2022-07-13 16:43:56,40feae3e5c,,
iybutas5ooqgox2mnslp7z6iybutasp3,Analise,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-13 16:17:13,,2022-07-13 16:17:53,05037a2b9e,,
yf6booui4ctb1kyyf6br2wpn7hs94mfc,Drew Knight,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-13 13:07:40,,2022-07-13 13:08:27,3dcd643efd,,
80gsouahqta45qxppl80gsoo8rpidbcv,Mickey Rae,Yes,No,No,No,Yes,Yes,Yes,completed,2022-07-13 04:36:23,,2022-07-13 04:37:25,67d6a3cbed,,
s0zcp1ympt28hvvs0zcp1m9p485def3r,New Unity,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-07-12 20:13:50,,2022-07-12 20:14:36,fbe93e4cca,,
1d6l9qfblfj7367ujav1d8l5zthfgp4w,KOKA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-11 15:43:48,,2022-07-11 15:44:23,0d2c91afd1,,
nbh4i5jfegk6e32psz9q0nbh4iysek1f,Elikem Kofi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-11 12:14:14,,2022-07-11 12:14:56,0200289b2d,,
addeodkyd7i728sromidvaddeodi4edo,Austin Jay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-08 22:24:02,,2022-07-08 22:24:46,cf3bad1567,,
bxt7xinsa8uhzvforhpqrabxt7xich9g,Tex Moonlight,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-07 06:23:23,,2022-07-07 06:23:57,b89a9e3e5b,,
t4n7ryknt1mnct6x2pt4n71fam46mx5h,Annissa Murad,No,No,No,No,Yes,Yes,Yes,completed,2022-07-06 22:19:11,,2022-07-06 22:20:05,e6156b0627,,
xuyxsp3mm7padnjyxuyxknpt3fyfqsbw,Annissa Murad,No,No,No,No,Yes,Yes,Yes,completed,2022-07-06 22:18:12,,2022-07-06 22:18:53,e6156b0627,,
rdtdi0tdys3498hrdtdi0votqeoajzs4,SD The God,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-06 03:40:41,,2022-07-06 03:41:11,a5bab0ad21,,
sjlnvvifykdm1sshcsjlnv5tne81ytbn,Vic Da Looper,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-07-06 00:05:56,,2022-07-06 00:07:27,4bf7e163bd,,
w42uko2bypotimtugrvmcrw42uko2bfh,Belle,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2022-07-04 18:55:04,,2022-07-04 18:55:51,83ea439b94,,
x0xrmj41pj33hc33rpix0xr5dlj2vz1s,Belle,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2022-07-04 13:27:14,,2022-07-04 13:29:34,83ea439b94,,
qf6wibv3o95q9vo37hu4qf6wib8s9foe,Long Term Parking,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-30 21:47:48,,2022-06-30 21:48:57,cc6a822e83,,
1k2ldwck9vo4n464vdqu1k2ldrj13rbo,Belle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-30 21:16:04,,2022-06-30 21:16:29,c163868be9,,
ajn6v49xfxk09eajn276kpt7tixnfuvr,Belle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-30 21:15:13,,2022-06-30 21:15:50,c163868be9,,
8u3q91hbo3s2pgx88c8u3zevgv2b2ejb,Kimezaa,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-30 17:42:56,,2022-06-30 17:44:07,c0332a0d72,,
mswv50u8q0lmwphmswvkdzbip3js6kas,Jboz,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-29 22:12:42,,2022-06-29 22:13:17,fe0b6a000d,,
8sk5mqkfvcyf7z168sk594qrdr8nagft,Kael Alden,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-29 20:25:58,,2022-06-29 20:26:43,ed3b04a6eb,,
98cqo7fnqvbpl398cqzyazic2yn34ae5,Resilience,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2022-06-28 20:18:22,,2022-06-28 20:19:27,68388ea38d,,
yjfyusfpea556q1moyjfyusmup02cyfn,THISMINORITY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-28 15:19:52,,2022-06-28 15:20:50,10d1534f86,,
lpctmctnj9rjzksj34tlpctmc7dx3m5v,stockdale,Yes,Yes,Yes,No,Yes,Yes,Yes,completed,2022-06-28 14:49:02,,2022-06-28 14:49:33,3a04b7c411,,
54smtsn31qttdxp54smzeq7uzo0vvxpg,Zoë Wren,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-27 18:07:18,,2022-06-27 18:07:47,474b2e7637,,
cpq42oqi1xgx2k9fcpq4jvq0aqekqc74,Abby Nissenbaum,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-27 14:41:31,,2022-06-27 14:41:55,5f44de6a8c,,
1zj3825r89puk3c1zj382ml8v08x5b8d,Dylan de Bono,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-25 13:16:22,,2022-06-25 13:17:05,b4537514df,,
v9yz37vqk28eq0hlafv9yz3w8h43skxh,OdAkEi / SARUKANI,No,No,No,No,Yes,Yes,Yes,completed,2022-06-25 08:08:34,,2022-06-25 08:10:25,f5bb0f98a9,,
2y7tw1gzmt1zn42f87c32y7tw1x7vjzr,Emma Borrie,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-24 22:43:19,,2022-06-24 22:44:09,ad613896cd,,
0ra5ho8n20wjr2wz0kd0ra5iwso7t8hb,Dylan De Bono,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-24 20:14:07,,2022-06-24 20:15:07,43cbad83fe,,
hdlcckcvd6tqnfgha4i3hdlcckckqpix,Tex Moonlight,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-24 12:52:07,,2022-06-24 12:53:22,b58099d19a,,
vie84i5hqsqibse9t0xvie84i8d7cg1w,SD The God,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-23 04:34:51,,2022-06-23 04:35:17,6b88219e6f,,
fsi01937n2wcjktgwfsi0193p5mk9tey,Mak Ro,Yes,Yes,No,No,Yes,Yes,Yes,completed,2022-06-23 04:11:32,,2022-06-23 04:12:37,b84c3034c1,,
h75vokgkq78lphvs7h75vola08x0prqu,Rob Lea,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-22 16:35:28,,2022-06-22 16:36:07,eee555159e,,
bzmzd8b240iy8xs1bzmzij1ljvvekq38,Hunter Heflin,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-06-21 17:22:01,,2022-06-21 17:22:29,9d9e3a8d36,,
hkpcuswzhozy3yno9p5dvghkpcuswj5v,Lewis Dalgliesh,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-20 19:02:06,,2022-06-20 19:02:37,f199b51378,,
pyc3seo7xdv41s9f2tl6pyc3syi91qh4,Ogechimusic,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-06-20 18:18:12,,2022-06-20 18:18:54,288ceb9192,,
66wt2vmo4rpge3v566wno8kr980w2zgh,The Kite Machine,No,No,No,No,Yes,Yes,Yes,completed,2022-06-20 08:55:41,,2022-06-20 08:57:30,2150895d92,,
3fsggkhqrhypvv3fsggit3jopui50lom,Dan Purcell,Yes,Yes,No,Yes,Yes,No,No,completed,2022-06-19 16:39:51,,2022-06-19 16:40:28,584e018cff,,
0p5l9drm21eulk7l0p5l9dj5s0nj6xrr,Jo-Jo & The Teeth,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2022-06-17 05:20:19,,2022-06-17 05:21:55,8975cca750,,
8m98nbgub088pv28pp8m9dt35jkmgaf0,YSO X AAKASH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-17 00:25:08,,2022-06-17 00:25:50,f6983db99f,,
8swhihnl1jlidry2b1m078swhihnhacx,Spooky Cool,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-16 23:30:05,,2022-06-16 23:30:44,1297d34990,,
iw2zm05xph6y4it0ygkeiw2mt1q8ac3v,9m88,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-06-16 15:10:13,,2022-06-16 15:13:28,49f32a00b2,,
9qcyz3h5tktdrxe99gdeikyusbd59b9s,Zoe Clark,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-15 19:23:11,,2022-06-15 19:24:00,3be3378a47,,
oxnj7vnm927b0nvtgvaroxnjqtk3ukmh,Roma Rose,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-15 10:22:31,,2022-06-15 10:23:07,d8a905d65e,,
q8sxgo7y65iycevv1eaoq8sxgoehj5zb,Soft Velvet Lounge,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-14 10:35:53,,2022-06-14 10:37:29,90f5a3ab25,,
6bqhzvvknoyyhe6bqh7ml2dx2mm15dp7,Sleepy Beaucat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-13 17:58:24,,2022-06-13 17:59:14,fce7abe77d,,
ylv61wlqt5krwrwsylv6142jnyjag1sr,Dezz Davon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-12 16:56:43,,2022-06-12 16:57:40,3f2b5a43c8,,
8uvacjklbopkhniz6inp8uvacxxc35gj,Alicia DC,Yes,No,No,Yes,Yes,No,Yes,completed,2022-06-09 05:06:04,,2022-06-09 05:06:55,095a1afa65,,
m2p1o1l7d4y29vuq6qov96bm2p1o1lvq,Lola Aviva,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-08 10:33:00,,2022-06-08 10:34:10,d2dedff1b3,,
3iez25joyfrhqpjdnt3iez2mt7cmxp73,Abandon the Fall,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2022-06-06 21:49:04,,2022-06-06 21:50:14,b92c3d3c99,,
qdgg5oqhnzfoerosfstpqdgg5oqh41mq,The Fur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-06 19:50:31,,2022-06-06 19:51:16,68ade308c6,,
0wck08qrnim60ps1k1u0wckbzuhr0aie,stockdale,Yes,Yes,Yes,No,Yes,Yes,Yes,completed,2022-06-06 11:56:46,,2022-06-06 12:06:28,dd060d2fab,,
awjovhx5eta2zyawjokcosi75wpryhcm,Fettuccine,Yes,,No,Yes,Yes,Yes,Yes,completed,2022-06-06 09:01:24,,2022-06-06 09:02:09,b8a3f5dab0,,
4dw1s7i0267ne4dw1ox7xa9s98pnearj,Mikaila Murphy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-06-02 23:15:00,,2022-06-02 23:15:35,ab537ba0b7,,
59rwblxr2md73cdgcn59rwbl071hru1q,Angel x Star,No,No,No,No,Yes,Yes,Yes,completed,2022-06-01 22:01:37,,2022-06-01 22:02:41,0cbcebe2c3,,
vquv0urvm5rphi3fwtvquv0u0tzew4t2,Sofia Ford,No,No,No,No,No,Yes,Yes,completed,2022-05-31 14:39:57,,2022-05-31 14:41:12,f440d4fec5,,
cvjst1zvcs0rch9kzpurl6zcvjst1zke,Jakk Da Rhymer,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-27 23:20:46,,2022-05-27 23:21:54,d790a1b5b5,,
tllozznpurd7x3fgo4tlloznsbuaha9i,Sweaty Lamarr,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-27 15:57:12,,2022-05-27 15:57:33,caeae4d65a,,
o31vagyhxsucg82xu8ia2o31vachvdzm,Howie Combrink,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-26 09:10:19,,2022-05-26 09:11:15,47278cd212,,
ojo97kb45mxz3tiaszslesojo97kbxvv,uhforrest,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-05-25 15:22:09,,2022-05-25 15:22:42,06759195fc,,
f7uy1md1d2c410ksa6sf7uy16nuurnpg,Cami Brooks,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-24 21:25:46,,2022-05-24 21:26:19,6c0bf9520c,,
ap4kmhasvrb20zd24q0ap4kmw6kwe7c1,Nick Panchuk,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-05-24 03:40:26,,2022-05-24 03:41:06,50de472495,,
g7jyeamkuqnneg7j2h48utxfv4coboe8,MoonLander,,,,,Yes,Yes,Yes,completed,2022-05-24 00:04:04,,2022-05-24 00:04:54,c687cfe318,,
rdd2uvy2cmf6zjdxqrdd1yrhchyxg3ne,Rhian!,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2022-05-23 19:17:19,,2022-05-23 19:17:54,04e63c8140,,
rcjwbe3bvoy8uyorcjwbe90bunj8d43g,Rhian!,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2022-05-23 19:16:18,,2022-05-23 19:17:09,04e63c8140,,
ccz977t9irjywyveagz7cczw64rqfnz0,Muo Duo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-23 14:40:10,,2022-05-23 14:40:59,66b6f0cf31,,
y57i8fx4jnoik8orbwcxiwhy57i8fvbs,jonezen,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-05-21 14:44:27,,2022-05-21 14:45:22,8bdb6b6d75,,
eq0l00glvyspxe0ia8feq0l00pw8s6mt,Ambiere,Yes,No,No,No,Yes,Yes,Yes,completed,2022-05-20 13:51:40,,2022-05-20 13:52:26,f885105681,,
v6nkmspb0455fkrqss4oev6nkmspqpn0,Ariana Fig,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-19 15:44:14,,2022-05-19 15:44:46,d6664a5327,,
iwx2ip4k2wmzx8aij05r5jj4giwx2ipf,Ariana Fig,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-19 15:43:22,,2022-05-19 15:44:03,d6664a5327,,
otenf0nvk0c7321zfotenkiuovfgd0y6,tommy.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-19 00:53:26,,2022-05-19 00:53:57,e217a960e9,,
zewk1nogtdvq7p0w1o3zewk1nc8jfygj,SAL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-17 20:32:39,,2022-05-17 20:33:19,c163868be9,,
yfyimwum09yk0qx4rqyfyimpqmyqvqme,Jacob Violet,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2022-05-17 15:57:11,,2022-05-17 15:58:41,84e33c36f3,,
p9xr9uvu2azwzw7yp9xroelfhbikasf9,Joose the Conqueror,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-16 14:25:27,,2022-05-16 14:26:29,fe32a5e844,,
0ej2jkjso1ohmb0ej26eymeu8snqnp58,Denel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-15 22:17:48,,2022-05-15 22:18:25,e6f4d7105d,,
plkecuhxsz69icgwmplkecutyu2aalf3,Lolita Mae,Yes,No,No,Yes,Yes,Yes,Yes,completed,2022-05-15 03:07:38,,2022-05-15 03:08:46,67eda3c9b6,,
a4uer56koldh84dhgtga4uer56qefm64,Killiope,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-14 17:53:22,,2022-05-14 17:53:58,3c96fc4d9b,,
mtcszrfa5yw5g664ycmtcszrjp0vjg8x,F4ST,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-13 23:05:53,,2022-05-13 23:07:36,bed21e70bf,,
51qj56libczgnvkg251qj56lcajb7dsq,Taia Bohne,Yes,Yes,Yes,No,Yes,Yes,Yes,completed,2022-05-13 15:13:27,,2022-05-13 15:14:32,c4694429b2,,
klbdfrbxqo8h3k30e6e7nklbdfra3fqa,Natali Noor,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-12 19:54:51,,2022-05-12 19:55:41,95208e0645,,
mfccmw0jo1bc5xwr4p5mfccmrjmhsraj,Mr.44,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-12 00:22:02,,2022-05-12 00:22:31,262947dfe7,,
54dqvtz6zyoygupqbedixw54dqvtgppy,Mr.44,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-12 00:20:47,,2022-05-12 00:21:46,262947dfe7,,
h7n8qddw9duk8brq26bwh7n8qddlr4ql,Catherine Elms,Yes,No,No,No,Yes,Yes,Yes,completed,2022-05-11 19:39:36,,2022-05-11 19:40:23,dea9d3569a,,
wzj8c7cc3atexlfmfwoawzj8c7cgheez,Sam Tucker,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-11 16:46:02,,2022-05-11 16:46:36,815c9f257f,,
pefwdq1ogciw5vsxpefwdq1dg0hjtw74,Zflipa,No,No,No,No,Yes,Yes,Yes,completed,2022-05-11 15:52:29,,2022-05-11 15:52:54,f0a75907f9,,
qqs4hdolh4wrqqtikpncni3id3spmv7k,Zflipa,No,No,No,No,Yes,Yes,Yes,completed,2022-05-11 15:51:38,,2022-05-11 15:52:23,f0a75907f9,,
aw8q9j95wkcpcoen3nyzmaw8q9no88nz,Bg5ive,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-11 12:44:33,,2022-05-11 12:45:09,4bcd5b0ca0,,
4z5ga44jgu4aenm4zenhmi45bj0epz85,Sam Louis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-11 07:51:00,,2022-05-11 07:51:24,1c5c372e6c,,
4yk011pya3sm9seg4yk01f80lv2srspk,Sam Louis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-11 07:50:23,,2022-05-11 07:50:56,1c5c372e6c,,
7qmzt280r91ldfzm8zsor7qmzt28uwtx,Town Royals,Yes,No,No,No,Yes,Yes,Yes,completed,2022-05-08 21:27:23,,2022-05-08 21:28:14,b46f631332,,
0dgbzw6a5l5n9ke7wwzr0dgbzw6msqgm,Town Royals,No,No,No,No,Yes,Yes,Yes,completed,2022-05-08 21:26:25,,2022-05-08 21:27:12,b46f631332,,
svwfh33wt5wbpfsvwfhqgt7cj25qp0or,Paper Foxes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-07 21:57:30,,2022-05-07 21:58:13,55e098318f,,
jjow1nl9gq9o2530i80jjow1lpmuyhiq,Clinton N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-07 14:31:06,,2022-05-07 14:31:43,764619d0cf,,
q4gdzt8sxtllqyjms8zvtnq4gdzta2ep,aktamusic,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2022-05-06 18:10:21,,2022-05-06 18:11:21,4d1ee93137,,
15usrsv70uqprbbfcv615usr4lbpokcv,Rhys Crowther,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-05-06 15:58:58,,2022-05-06 15:59:35,cda8085f13,,
9styw5x6645sgbbbsu9stywxwqtargvg,Evol Walks,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-06 06:03:37,,2022-05-06 06:04:02,e1e75ed876,,
2zfj9uy3cjkanrqoj65j2zfj9f9pm0q9,Ali Rez,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-05 03:21:13,,2022-05-05 03:22:12,77f0a0b147,,
w4kauruwbgsy0rsaa171bw4kaurhuc1i,Leire,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-04 22:05:43,,2022-05-04 22:06:39,830d7c28ea,,
mbi9swj0uw8uu7ywrqmbi9swjecbyby4,,,,,,,,Yes,completed,2022-05-03 22:57:41,,2022-05-03 23:42:27,97dfd49b8d,,
jr96i2onsdv4hequndjr96ib9ynxr14a,NESCY J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-05-03 16:40:46,,2022-05-03 16:41:24,1c83e35f30,,
0rook037ewkbd84we90rook03ca7zydg,The Schoolboys,No,,Yes,No,Yes,No,Yes,completed,2022-05-02 20:24:15,,2022-05-02 20:24:54,5ed3d8d924,,
esq4kg6t5l3maccvesq4kgrs6z1pkcuw,Jordan Bradley,Yes,No,No,No,Yes,Yes,Yes,completed,2022-05-02 17:10:37,,2022-05-02 17:11:32,a06a02d920,,
739rxggx0k3jxrfgw6da68k739rxgnzm,Jordan Bradley,Yes,No,No,No,Yes,Yes,Yes,completed,2022-05-02 17:09:08,,2022-05-02 17:10:29,a06a02d920,,
x4y9hrgc90qq3g5pgdp1x4y9hr67hhq6,Joshua Zero,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-04-29 10:42:16,,2022-04-29 10:42:47,7082fce971,,
sujiaot7vvlsujintxzusdhh2jvvwcr9,KTL,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-04-28 21:40:38,,2022-04-28 21:41:08,f015b3e4d9,,
2s0yalk71uk1lifv2s0yal45nlg2gvfu,Almost Orange,Yes,Yes,Yes,No,Yes,Yes,Yes,completed,2022-04-28 21:27:54,,2022-04-28 22:22:18,187738b8e2,,
lhw7bb7nwo56mjl2rralhw7bb7qwmhbm,Almost Orange,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2022-04-28 12:01:38,,2022-04-28 12:02:20,9b743368d7,,
pgprzektqj7tq5h5lxupgprzekbzzymu,Andrea,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-04-27 21:45:20,,2022-04-27 21:45:55,624062ad69,,
8iow3d5oyyl4y8xeljp88iow63jaav9d,Lofty,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-04-27 18:42:58,,2022-04-27 18:43:45,d280863914,,
0dg4tleh8yujhzh5ikxt70dg4t7v2e9i,Maverick Christ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-04-27 13:36:34,,2022-04-27 13:37:53,c3efcfa820,,
09m2v9j5kew10guiq09m2xl1090xgzmh,Chhina,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-04-26 17:13:32,,2022-04-26 17:14:02,d8341cd32e,,
3jrr9d9mk88p724fjiyhm4yy3jrr9dba,JIRI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-04-26 15:01:12,,2022-04-26 15:01:57,9eb9932efa,,
evhuiyf0tfn4t48p1ytj0v4evhuiyfd1,Gard Read,Yes,Yes,Yes,Yes,Yes,No,No,completed,2022-04-25 22:01:31,,2022-04-25 22:03:06,ab2b63bcb8,,
gfsh7mkgl44trxpm2gfsh75j2c2zv86w,EEETEE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-04-25 17:40:35,,2022-04-25 17:40:58,bdcf2afe97,,
fwon4xtysiedorg3q0jzsgmfwon4xtyf,EEETEE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-04-25 17:39:56,,2022-04-25 17:40:26,bdcf2afe97,,
crbbokb9eui24qfm0gvbpf14crbbokbb,Nika Taleghani,Yes,No,No,Yes,Yes,Yes,Yes,completed,2022-04-25 15:32:05,,2022-04-25 15:33:16,715915b42c,,
ctvy54ra19i6tv3ctvyarqnam8qm92pv,Gabby Rivers,No,No,No,No,Yes,Yes,Yes,completed,2022-04-23 15:58:32,,2022-04-23 15:58:53,815bfd4138,,
p3i36kyxj92j038p3i36kv2bksl3phjy,Gabby Rivers,No,No,No,No,Yes,Yes,Yes,completed,2022-04-23 15:57:53,,2022-04-23 15:58:25,815bfd4138,,
emkl8zw5hn9i3o5iemkl8zwb4b49lfpc,Eädyth,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-04-22 08:08:52,,2022-04-22 08:09:34,690009b44b,,
ztsui82fwc2kahnyzts9qp2y43rnrcrd,Ashlee Keyton,No,No,No,No,Yes,No,No,completed,2022-04-17 13:33:34,,2022-04-17 13:34:35,d4b6fca318,,
9nwg0hfb8604op9b9nwg0hoca01ubg02,Pandas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-04-16 10:20:16,,2022-04-16 10:22:14,7adf751c43,,
0mcu3govgd8n65yi80mcuo58yg2easrf,Svndwn,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2022-04-16 04:37:35,,2022-04-16 04:39:06,4e407ed4d4,,
49mcyu4gtm373wmiuc49mc4d7jn24npr,Optacure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-04-14 11:37:35,,2022-04-14 11:38:20,e559aa7108,,
o9if38i7lmo7s62xk96kxo9if32qu0ay,Ocna,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-04-12 20:53:09,,2022-04-12 20:53:46,5fd1f6b14d,,
h32x9cezkk1nn73cc49dh32xfoskc4ol,L I O,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-04-11 21:00:01,,2022-04-11 21:00:31,f5f9457dff,,
pjipsgpljaj6lakrrzm1pjip6r0okhmb,Matthew Torres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-04-11 20:27:41,,2022-04-11 20:28:27,c68aa6bdbd,,
7l9kutd7rcp7c01pcri7l9kut7cnklgb,Modlee,,Yes,Yes,Yes,Yes,No,No,completed,2022-04-07 15:35:29,,2022-04-07 15:37:02,04b1188574,,
uhck3jzmzozoeysmxnuhck3jj4p871bs,Vincent Lima,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2022-04-07 14:31:25,,2022-04-07 14:31:54,0d0976f3cc,,
